,# temperatures,INP,ff,K,date
51,-27.43,0.0,0.8125,1593.9337259,2016-10-28
52,-27.43,0.0,0.828125,1673.97643357,2016-10-28
53,-27.5,0.0,0.84375,1760.98781056,2016-10-28
54,-27.54,0.0,0.859375,1856.29799037,2016-10-28
55,-27.6,0.0,0.875,1961.65850602,2016-10-28
56,-27.95,0.0,0.890625,2079.44154168,2016-10-28
57,-28.16,0.0,0.90625,2212.9729343,2016-10-28
58,-28.23,0.0,0.921875,2367.12361413,2016-10-28
59,-28.41,0.0,0.9375,2549.44517093,2016-10-28
60,-28.44,0.0,0.953125,2772.58872224,2016-10-28
61,-28.75,0.0,0.96875,3060.27079469,2016-10-28
62,-28.77,0.0,0.984375,3465.7359028,2016-10-28
63,-29.3,0.0,1.0,4158.88308336,2016-10-28
0,-21.36,0.0,0.0238095238095,-0.0,2016-10-28
1,-23.49,0.0,0.047619047619,24.0975515791,2016-10-28
2,-23.55,0.0,0.0714285714286,48.7901641694,2016-10-28
3,-23.72,0.0,0.0952380952381,74.1079721537,2016-10-28
4,-23.72,0.0,0.119047619048,100.083458557,2016-10-28
5,-24.0,0.0,0.142857142857,126.751705639,2016-10-28
6,-24.0,0.0,0.166666666667,154.150679827,2016-10-28
7,-24.26,0.0,0.190476190476,182.321556794,2016-10-28
8,-24.3,0.0,0.214285714286,211.309093667,2016-10-28
9,-24.3,0.0,0.238095238095,241.162056817,2016-10-28
10,-24.58,0.0,0.261904761905,271.933715484,2016-10-28
11,-24.62,0.0,0.285714285714,303.682413798,2016-10-28
12,-24.63,0.0,0.309523809524,336.472236621,2016-10-28
13,-24.8,0.0,0.333333333333,370.373788297,2016-10-28
14,-24.8,0.0,0.357142857143,405.465108108,2016-10-28
15,-24.97,0.0,0.380952380952,441.832752279,2016-10-28
16,-25.1,0.0,0.404761904762,479.573080262,2016-10-28
17,-25.44,0.0,0.428571428571,518.793793415,2016-10-28
18,-25.64,0.0,0.452380952381,559.615787935,2016-10-28
19,-25.79,0.0,0.47619047619,602.175402354,2016-10-28
20,-25.82,0.0,0.5,646.627164925,2016-10-28
21,-25.88,0.0,0.52380952381,693.14718056,2016-10-28
22,-26.06,0.0,0.547619047619,741.937344729,2016-10-28
23,-26.16,0.0,0.571428571429,793.230639117,2016-10-28
24,-26.16,0.0,0.595238095238,847.297860387,2016-10-28
25,-26.21,0.0,0.619047619048,904.456274227,2016-10-28
26,-26.51,0.0,0.642857142857,965.080896044,2016-10-28
27,-27.0,0.0,0.666666666667,1029.61941718,2016-10-28
28,-27.21,0.0,0.690476190476,1098.61228867,2016-10-28
29,-27.35,0.0,0.714285714286,1172.72026082,2016-10-28
30,-27.39,0.0,0.738095238095,1252.7629685,2016-10-28
31,-27.45,0.0,0.761904761905,1339.77434548,2016-10-28
32,-27.73,0.0,0.785714285714,1435.08452529,2016-10-28
33,-28.13,0.0,0.809523809524,1540.44504095,2016-10-28
34,-28.68,0.0,0.833333333333,1658.2280766,2016-10-28
35,-29.01,0.0,0.857142857143,1791.75946923,2016-10-28
36,-29.01,0.0,0.880952380952,1945.91014906,2016-10-28
37,-29.01,0.0,0.904761904762,2128.23170585,2016-10-28
38,-29.3,0.0,0.928571428571,2351.37525716,2016-10-28
39,-29.79,0.0,0.952380952381,2639.05732962,2016-10-28
40,-29.97,0.0,0.97619047619,3044.52243772,2016-10-28
41,-30.55,0.0,1.0,3737.66961828,2016-10-28
0,-21.87,0.0,0.0133333333333,-0.0,2016-10-31
1,-23.07,0.0,0.0266666666667,13.4230203321,2016-10-31
2,-23.13,0.0,0.04,27.0286723879,2016-10-31
3,-23.13,0.0,0.0533333333333,40.8219945203,2016-10-31
4,-24.03,0.0,0.0666666666667,54.808236495,2016-10-31
5,-24.28,0.0,0.08,68.992871487,2016-10-31
6,-24.33,0.0,0.0933333333333,83.3816089391,2016-10-31
7,-24.4,0.0,0.106666666667,97.9804083602,2016-10-31
8,-24.43,0.0,0.12,112.795494145,2016-10-31
9,-24.57,0.0,0.133333333333,127.83337151,2016-10-31
10,-24.57,0.0,0.146666666667,143.100843641,2016-10-31
11,-24.6,0.0,0.16,158.605030177,2016-10-31
12,-24.6,0.0,0.173333333333,174.353387145,2016-10-31
13,-24.65,0.0,0.186666666667,190.353728491,2016-10-31
14,-24.71,0.0,0.2,206.614249363,2016-10-31
15,-24.78,0.0,0.213333333333,223.143551314,2016-10-31
16,-24.83,0.0,0.226666666667,239.950669631,2016-10-31
17,-24.91,0.0,0.24,257.04510299,2016-10-31
18,-24.94,0.0,0.253333333333,274.436845702,2016-10-31
19,-24.94,0.0,0.266666666667,292.136422801,2016-10-31
20,-24.97,0.0,0.28,310.154928304,2016-10-31
21,-25.0,0.0,0.293333333333,328.504066972,2016-10-31
22,-25.19,0.0,0.306666666667,347.196199984,2016-10-31
23,-25.31,0.0,0.32,366.244394955,2016-10-31
24,-25.44,0.0,0.333333333333,385.662480812,2016-10-31
25,-25.67,0.0,0.346666666667,405.465108108,2016-10-31
26,-25.79,0.0,0.36,425.667815426,2016-10-31
27,-25.82,0.0,0.373333333333,446.287102628,2016-10-31
28,-25.97,0.0,0.386666666667,467.340511826,2016-10-31
29,-25.97,0.0,0.4,488.846717047,2016-10-31
30,-26.0,0.0,0.413333333333,510.825623766,2016-10-31
31,-26.1,0.0,0.426666666667,533.298479618,2016-10-31
32,-26.19,0.0,0.44,556.287997843,2016-10-31
33,-26.24,0.0,0.453333333333,579.818495253,2016-10-31
34,-26.28,0.0,0.466666666667,603.916046832,2016-10-31
35,-26.28,0.0,0.48,628.608659422,2016-10-31
36,-26.28,0.0,0.493333333333,653.926467407,2016-10-31
37,-26.33,0.0,0.506666666667,679.90195381,2016-10-31
38,-26.33,0.0,0.52,706.570200892,2016-10-31
39,-26.36,0.0,0.533333333333,733.96917508,2016-10-31
40,-26.46,0.0,0.546666666667,762.140052047,2016-10-31
41,-26.5,0.0,0.56,791.12758892,2016-10-31
42,-26.5,0.0,0.573333333333,820.98055207,2016-10-31
43,-26.57,0.0,0.586666666667,851.752210737,2016-10-31
44,-26.76,0.0,0.6,883.500909051,2016-10-31
45,-26.9,0.0,0.613333333333,916.290731874,2016-10-31
46,-26.93,0.0,0.626666666667,950.19228355,2016-10-31
47,-26.98,0.0,0.64,985.283603361,2016-10-31
48,-26.98,0.0,0.653333333333,1021.65124753,2016-10-31
49,-26.98,0.0,0.666666666667,1059.39157551,2016-10-31
50,-26.98,0.0,0.68,1098.61228867,2016-10-31
51,-27.29,0.0,0.693333333333,1139.43428319,2016-10-31
52,-27.33,0.0,0.706666666667,1181.99389761,2016-10-31
53,-27.38,0.0,0.72,1226.44566018,2016-10-31
54,-27.52,0.0,0.733333333333,1272.96567581,2016-10-31
55,-27.52,0.0,0.746666666667,1321.75583998,2016-10-31
56,-27.56,0.0,0.76,1373.04913437,2016-10-31
57,-27.56,0.0,0.773333333333,1427.11635564,2016-10-31
58,-27.69,0.0,0.786666666667,1484.27476948,2016-10-31
59,-27.78,0.0,0.8,1544.8993913,2016-10-31
60,-27.82,0.0,0.813333333333,1609.43791243,2016-10-31
61,-27.89,0.0,0.826666666667,1678.43078392,2016-10-31
62,-28.14,0.0,0.84,1752.53875607,2016-10-31
63,-28.14,0.0,0.853333333333,1832.58146375,2016-10-31
64,-28.19,0.0,0.866666666667,1919.59284074,2016-10-31
65,-28.24,0.0,0.88,2014.90302054,2016-10-31
66,-28.51,0.0,0.893333333333,2120.2635362,2016-10-31
67,-28.63,0.0,0.906666666667,2238.04657186,2016-10-31
68,-28.63,0.0,0.92,2371.57796448,2016-10-31
69,-28.74,0.0,0.933333333333,2525.72864431,2016-10-31
70,-28.77,0.0,0.946666666667,2708.0502011,2016-10-31
71,-29.29,0.0,0.96,2931.19375242,2016-10-31
72,-29.99,0.0,0.973333333333,3218.87582487,2016-10-31
73,-30.55,0.0,0.986666666667,3624.34093298,2016-10-31
74,-30.79,0.0,1.0,4317.48811354,2016-10-31
0,-19.84,0.0,0.0161290322581,-0.0,2016-11-02
1,-21.92,0.0,0.0322580645161,16.2605208718,2016-11-02
2,-21.93,0.0,0.0483870967742,32.789822823,2016-11-02
3,-22.0,0.0,0.0645161290323,49.5969411394,2016-11-02
4,-22.2,0.0,0.0806451612903,66.6913744987,2016-11-02
5,-22.29,0.0,0.0967741935484,84.0831172105,2016-11-02
6,-22.4,0.0,0.112903225806,101.78269431,2016-11-02
7,-22.7,0.0,0.129032258065,119.801199813,2016-11-02
8,-22.7,0.0,0.145161290323,138.150338481,2016-11-02
9,-22.95,0.0,0.161290322581,156.842471493,2016-11-02
10,-23.73,0.0,0.177419354839,175.890666464,2016-11-02
11,-23.77,0.0,0.193548387097,195.308752321,2016-11-02
12,-23.78,0.0,0.209677419355,215.111379617,2016-11-02
13,-23.88,0.0,0.225806451613,235.314086934,2016-11-02
14,-23.91,0.0,0.241935483871,255.933374137,2016-11-02
15,-24.1,0.0,0.258064516129,276.986783335,2016-11-02
16,-24.14,0.0,0.274193548387,298.492988556,2016-11-02
17,-24.29,0.0,0.290322580645,320.471895275,2016-11-02
18,-24.36,0.0,0.306451612903,342.944751127,2016-11-02
19,-24.36,0.0,0.322580645161,365.934269352,2016-11-02
20,-24.5,0.0,0.338709677419,389.464766762,2016-11-02
21,-24.6,0.0,0.354838709677,413.562318341,2016-11-02
22,-24.84,0.0,0.370967741935,438.254930931,2016-11-02
23,-24.88,0.0,0.387096774194,463.572738915,2016-11-02
24,-24.88,0.0,0.403225806452,489.548225319,2016-11-02
25,-24.96,0.0,0.41935483871,516.216472401,2016-11-02
26,-25.02,0.0,0.435483870968,543.615446589,2016-11-02
27,-25.13,0.0,0.451612903226,571.786323556,2016-11-02
28,-25.13,0.0,0.467741935484,600.773860429,2016-11-02
29,-25.18,0.0,0.483870967742,630.626823579,2016-11-02
30,-25.18,0.0,0.5,661.398482245,2016-11-02
31,-25.23,0.0,0.516129032258,693.14718056,2016-11-02
32,-25.23,0.0,0.532258064516,725.937003383,2016-11-02
33,-25.42,0.0,0.548387096774,759.838555059,2016-11-02
34,-25.45,0.0,0.564516129032,794.92987487,2016-11-02
35,-25.65,0.0,0.58064516129,831.297519041,2016-11-02
36,-25.68,0.0,0.596774193548,869.037847024,2016-11-02
37,-25.74,0.0,0.612903225806,908.258560177,2016-11-02
38,-25.8,0.0,0.629032258065,949.080554697,2016-11-02
39,-25.8,0.0,0.645161290323,991.640169116,2016-11-02
40,-26.03,0.0,0.661290322581,1036.09193169,2016-11-02
41,-26.07,0.0,0.677419354839,1082.61194732,2016-11-02
42,-26.14,0.0,0.693548387097,1131.40211149,2016-11-02
43,-26.2,0.0,0.709677419355,1182.69540588,2016-11-02
44,-26.3,0.0,0.725806451613,1236.76262715,2016-11-02
45,-26.3,0.0,0.741935483871,1293.92104099,2016-11-02
46,-26.38,0.0,0.758064516129,1354.54566281,2016-11-02
47,-26.38,0.0,0.774193548387,1419.08418394,2016-11-02
48,-26.41,0.0,0.790322580645,1488.07705543,2016-11-02
49,-26.56,0.0,0.806451612903,1562.18502758,2016-11-02
50,-26.62,0.0,0.822580645161,1642.22773526,2016-11-02
51,-26.71,0.0,0.838709677419,1729.23911225,2016-11-02
52,-26.75,0.0,0.854838709677,1824.54929205,2016-11-02
53,-26.92,0.0,0.870967741935,1929.90980771,2016-11-02
54,-26.98,0.0,0.887096774194,2047.69284337,2016-11-02
55,-27.14,0.0,0.903225806452,2181.22423599,2016-11-02
56,-27.38,0.0,0.91935483871,2335.37491582,2016-11-02
57,-27.57,0.0,0.935483870968,2517.69647261,2016-11-02
58,-27.65,0.0,0.951612903226,2740.84002393,2016-11-02
59,-27.94,0.0,0.967741935484,3028.52209638,2016-11-02
60,-28.17,0.0,0.983870967742,3433.98720449,2016-11-02
61,-29.44,0.0,1.0,4127.13438505,2016-11-02
0,-20.24,0.0,0.0333333333333,-0.0,2016-11-04
1,-20.47,0.0,0.0666666666667,33.9015516757,2016-11-04
2,-21.97,0.0,0.1,68.992871487,2016-11-04
3,-22.26,0.0,0.133333333333,105.360515658,2016-11-04
4,-22.31,0.0,0.166666666667,143.100843641,2016-11-04
5,-22.78,0.0,0.2,182.321556794,2016-11-04
6,-24.58,0.0,0.233333333333,223.143551314,2016-11-04
7,-24.74,0.0,0.266666666667,265.703165733,2016-11-04
8,-25.48,0.0,0.3,310.154928304,2016-11-04
9,-25.48,0.0,0.333333333333,356.674943939,2016-11-04
10,-25.95,0.0,0.366666666667,405.465108108,2016-11-04
11,-26.13,0.0,0.4,456.758402496,2016-11-04
12,-26.13,0.0,0.433333333333,510.825623766,2016-11-04
13,-26.61,0.0,0.466666666667,567.984037606,2016-11-04
14,-26.96,0.0,0.5,628.608659422,2016-11-04
15,-26.96,0.0,0.533333333333,693.14718056,2016-11-04
16,-27.12,0.0,0.566666666667,762.140052047,2016-11-04
17,-27.29,0.0,0.6,836.248024201,2016-11-04
18,-27.61,0.0,0.633333333333,916.290731874,2016-11-04
19,-27.78,0.0,0.666666666667,1003.30210886,2016-11-04
20,-28.12,0.0,0.7,1098.61228867,2016-11-04
21,-28.63,0.0,0.733333333333,1203.97280433,2016-11-04
22,-28.63,0.0,0.766666666667,1321.75583998,2016-11-04
23,-28.98,0.0,0.8,1455.28723261,2016-11-04
24,-29.14,0.0,0.833333333333,1609.43791243,2016-11-04
25,-29.3,0.0,0.866666666667,1791.75946923,2016-11-04
26,-29.3,0.0,0.9,2014.90302054,2016-11-04
27,-29.46,0.0,0.933333333333,2302.58509299,2016-11-04
28,-29.8,0.0,0.966666666667,2708.0502011,2016-11-04
29,-29.96,0.0,1.0,3401.19738166,2016-11-04
0,-20.36,0.0,0.0212765957447,-0.0,2016-11-14
1,-23.73,0.0,0.0425531914894,21.506205221,2016-11-14
2,-24.31,0.0,0.063829787234,43.4851119397,2016-11-14
3,-24.95,0.0,0.0851063829787,65.9579677918,2016-11-14
4,-25.05,0.0,0.106382978723,88.9474860165,2016-11-14
5,-25.4,0.0,0.127659574468,112.477983427,2016-11-14
6,-25.62,0.0,0.148936170213,136.575535006,2016-11-14
7,-25.73,0.0,0.170212765957,161.268147596,2016-11-14
8,-26.24,0.0,0.191489361702,186.58595558,2016-11-14
9,-26.39,0.0,0.212765957447,212.561441984,2016-11-14
10,-26.49,0.0,0.234042553191,239.229689066,2016-11-14
11,-26.89,0.0,0.255319148936,266.628663254,2016-11-14
12,-26.91,0.0,0.276595744681,294.799540221,2016-11-14
13,-26.98,0.0,0.297872340426,323.787077094,2016-11-14
14,-27.25,0.0,0.31914893617,353.640040244,2016-11-14
15,-27.25,0.0,0.340425531915,384.41169891,2016-11-14
16,-27.3,0.0,0.36170212766,416.160397225,2016-11-14
17,-27.32,0.0,0.382978723404,448.950220048,2016-11-14
18,-27.37,0.0,0.404255319149,482.851771724,2016-11-14
19,-27.48,0.0,0.425531914894,517.943091535,2016-11-14
20,-27.7,0.0,0.446808510638,554.310735706,2016-11-14
21,-28.0,0.0,0.468085106383,592.051063689,2016-11-14
22,-28.04,0.0,0.489361702128,631.271776842,2016-11-14
23,-28.22,0.0,0.510638297872,672.093771362,2016-11-14
24,-28.24,0.0,0.531914893617,714.653385781,2016-11-14
25,-28.27,0.0,0.553191489362,759.105148352,2016-11-14
26,-28.45,0.0,0.574468085106,805.625163987,2016-11-14
27,-28.45,0.0,0.595744680851,854.415328156,2016-11-14
28,-28.68,0.0,0.617021276596,905.708622544,2016-11-14
29,-28.79,0.0,0.63829787234,959.775843814,2016-11-14
30,-28.81,0.0,0.659574468085,1016.93425765,2016-11-14
31,-28.83,0.0,0.68085106383,1077.55887947,2016-11-14
32,-28.83,0.0,0.702127659574,1142.09740061,2016-11-14
33,-29.27,0.0,0.723404255319,1211.09027209,2016-11-14
34,-29.34,0.0,0.744680851064,1285.19824425,2016-11-14
35,-29.48,0.0,0.765957446809,1365.24095192,2016-11-14
36,-29.66,0.0,0.787234042553,1452.25232891,2016-11-14
37,-29.78,0.0,0.808510638298,1547.56250872,2016-11-14
38,-29.8,0.0,0.829787234043,1652.92302437,2016-11-14
39,-29.93,0.0,0.851063829787,1770.70606003,2016-11-14
40,-29.95,0.0,0.872340425532,1904.23745265,2016-11-14
41,-30.19,0.0,0.893617021277,2058.38813248,2016-11-14
42,-30.24,0.0,0.914893617021,2240.70968928,2016-11-14
43,-30.25,0.0,0.936170212766,2463.85324059,2016-11-14
44,-30.57,0.0,0.957446808511,2751.53531304,2016-11-14
45,-31.6,0.0,0.978723404255,3157.00042115,2016-11-14
46,-31.6,0.0,1.0,3850.14760171,2016-11-14
0,-23.78,0.0,0.025,-0.0,2016-11-23
1,-25.67,0.0,0.05,25.3178079843,2016-11-23
2,-25.67,0.0,0.075,51.2932943876,2016-11-23
3,-26.15,0.0,0.1,77.9615414697,2016-11-23
4,-26.43,0.0,0.125,105.360515658,2016-11-23
5,-26.7,0.0,0.15,133.531392625,2016-11-23
6,-26.84,0.0,0.175,162.518929498,2016-11-23
7,-26.84,0.0,0.2,192.371892647,2016-11-23
8,-27.31,0.0,0.225,223.143551314,2016-11-23
9,-27.41,0.0,0.25,254.892249629,2016-11-23
10,-27.48,0.0,0.275,287.682072452,2016-11-23
11,-27.69,0.0,0.3,321.583624127,2016-11-23
12,-27.99,0.0,0.325,356.674943939,2016-11-23
13,-28.12,0.0,0.35,393.04258811,2016-11-23
14,-28.15,0.0,0.375,430.782916092,2016-11-23
15,-28.22,0.0,0.4,470.003629246,2016-11-23
16,-28.59,0.0,0.425,510.825623766,2016-11-23
17,-28.67,0.0,0.45,553.385238185,2016-11-23
18,-28.92,0.0,0.475,597.837000756,2016-11-23
19,-29.06,0.0,0.5,644.357016391,2016-11-23
20,-29.24,0.0,0.525,693.14718056,2016-11-23
21,-29.44,0.0,0.55,744.440474947,2016-11-23
22,-29.53,0.0,0.575,798.507696218,2016-11-23
23,-29.56,0.0,0.6,855.666110058,2016-11-23
24,-29.7,0.0,0.625,916.290731874,2016-11-23
25,-29.79,0.0,0.65,980.829253012,2016-11-23
26,-29.83,0.0,0.675,1049.8221245,2016-11-23
27,-30.1,0.0,0.7,1123.93009665,2016-11-23
28,-30.47,0.0,0.725,1203.97280433,2016-11-23
29,-30.54,0.0,0.75,1290.98418132,2016-11-23
30,-30.58,0.0,0.775,1386.29436112,2016-11-23
31,-30.72,0.0,0.8,1491.65487678,2016-11-23
32,-30.72,0.0,0.825,1609.43791243,2016-11-23
33,-30.75,0.0,0.85,1742.96930506,2016-11-23
34,-30.85,0.0,0.875,1897.11998489,2016-11-23
35,-30.91,0.0,0.9,2079.44154168,2016-11-23
36,-31.59,0.0,0.925,2302.58509299,2016-11-23
37,-31.78,0.0,0.95,2590.26716545,2016-11-23
38,-31.82,0.0,0.975,2995.73227355,2016-11-23
39,-32.84,0.0,1.0,3688.87945411,2016-11-23
